30.5914,30.5769,31.1029,8.11072e+09,0.00708005,94,3.76418e+07,0,0,0,154750
30.5926,30.6012,31.1555,8.43484e+08,0.00332947,94,1.53236e+06,128,224,4,567.941
30.5893,30.6335,31.1147,2.25166e+08,0.0021438,94,2.67545e+06,81,802,7,9888.34
30.5513,30.5529,31.1143,1.18159e+08,0.00172917,94,201437,141,2460,8,128.367
30.5749,30.5301,31.1255,9.70422e+07,0.00161934,94,82168.8,145,2557,9,52.714
30.571,30.609,31.0868,4.74534e+07,0.00127577,94,518841,56,223,11,1645.72
30.5575,30.5808,31.1249,1.80323e+07,0.00092406,94,2900.25,115,2356,12,0
30.5641,30.5963,31.1557,1.16261e+07,0.000798291,94,0,140,281,13,0
30.555,30.5696,31.113,9.25341e+06,0.000739805,94,2197.2,111,2402,14,0.237204
30.5802,30.6077,31.1464,7.59254e+06,0.000692595,94,5967.89,135,279,15,0.603212
30.5607,30.5481,31.1177,6.88074e+06,0.000670237,94,0,151,2570,16,0
30.6198,30.5885,31.1676,2.79975e+07,0.00107001,94,0,153,581,0,0
30.6302,30.6817,31.1052,6.4584e+08,0.00304596,94,173696,98,985,0,37.5971
30.6644,30.7179,31.1087,2.42012e+07,0.00101929,94,1815.58,154,1832,1,0.00248525
30.6319,30.6654,31.1103,1.54224e+07,0.000877136,94,29413.2,95,1831,2,11.9415
30.6474,30.708,31.1081,1.21006e+07,0.000809007,94,11602.1,156,1890,3,4.07034
30.6654,30.7399,31.1064,7.35528e+06,0.000685304,94,0,159,1894,4,0
30.6764,30.7329,31.0985,6.64348e+06,0.000662443,94,5700.99,160,1942,5,0
30.6718,30.725,31.1284,1.16261e+07,0.00079829,94,0,161,1919,0,0
30.6642,30.6924,31.1019,1.44733e+07,0.000858761,94,0,158,1924,0,0
30.6796,31.0672,30.6941,5.47706e+09,0.00621154,94,2.37404e+07,1000000,0,0,87983.1
30.6478,31.1159,30.6375,3.7156e+08,0.00253334,94,492737,1000085,241,2,151.113
30.6881,31.0315,30.7577,1.03686e+08,0.00165548,94,0,1000111,1764,3,0
30.6948,31.0084,30.7559,5.00633e+07,0.00129874,94,79342.4,1000112,1974,5,34.5049
30.6542,31.105,30.6045,3.34546e+07,0.00113545,94,8836.68,1000096,275,6,0.131421
30.6489,31.1113,30.6275,1.85068e+07,0.000932096,94,619302,1000092,273,7,1994.54
30.6609,31.0547,30.6727,5.69441e+06,0.000629264,94,4840.23,1000099,569,8,0
30.6549,31.0826,30.6489,5.45714e+06,0.0006204,94,5474.8,1000080,530,9,0.895274
30.7113,31.0973,30.6895,3.89117e+07,0.00119411,94,0,1000114,563,0,0
30.5259,29.9646,31.1018,5.69203e+09,0.00629176,94,1.81451e+07,2000000,0,0,101446
30.5534,29.9658,31.1375,2.1354e+07,0.000977635,94,11011.2,2000075,196,2,0
30.5491,29.9548,31.1129,5.69441e+06,0.000629264,94,136270,2000074,237,3,212.518
30.5207,29.9292,31.0821,4.43689e+07,0.00124751,94,33217.8,2000072,509,0,5.60298
30.5353,30.0336,31.0756,2.34894e+07,0.00100919,94,19285,2000084,781,0,1.84909
30.5136,30.0413,31.0974,2.75229e+07,0.00106393,94,0,2000086,797,0,0
30.5101,29.9957,31.1424,6.0503e+07,0.00138338,94,58015.8,2000059,882,0,27.8049
30.6738,30.0293,30.3163,3.79081e+09,0.00549449,94,7.25503e+06,3000000,0,0,14060.3
30.6797,30.0356,30.263,3.56138e+08,0.00249779,94,6.2353e+06,3000029,176,3,24852.8
30.6986,30.0049,30.3012,1.4236e+07,0.000854043,94,31671.1,3000024,755,4,34.5432
30.683,30.0111,30.3082,9.25341e+06,0.000739805,94,0,3000062,556,5,0
30.6849,30.0108,30.3263,5.93167e+06,0.000637885,94,99746,3000012,517,6,3.01193
30.7016,30.0228,30.2833,5.86049e+07,0.00136876,94,0,3000064,195,0,0
30.2755,29.4951,31.0323,3.37654e+09,0.00528657,94,3.90414e+06,4000000,0,0,11537.4
30.2518,29.4882,31.0194,1.64901e+08,0.00193237,94,3.54448e+06,4000019,364,5,13028.6
30.2342,29.4875,31.0046,4.12845e+07,0.0012179,94,486655,4000044,365,6,528.327
30.2271,29.5106,30.9967,3.32174e+07,0.00113276,94,13415.3,4000062,469,7,0.782988
30.2344,29.4856,30.9894,1.66087e+07,0.000899073,94,37319.9,4000048,461,8,0
30.2875,29.4771,31.04,1.61342e+07,0.000890428,94,69208.9,4000060,1037,9,87.5423
30.2325,29.475,30.977,9.96521e+06,0.000758308,94,2818.85,4000056,950,10,0.0575184
30.3035,29.5142,31.0533,7.11801e+06,0.000677854,94,0,4000066,1210,11,0
30.2321,29.4775,31.0295,4.98261e+06,0.000601869,94,0,4000068,1324,12,0
30.25,29.5005,30.9907,1.70832e+07,0.000907555,94,0,4000069,1193,0,0
29.4566,29.8329,30.7424,3.27713e+09,0.00523417,94,9.50402e+06,5000000,0,0,34620.5
29.4458,29.8531,30.7321,5.21987e+06,0.000611275,94,189.245,5000037,385,2,0
29.4557,29.8092,30.7454,1.89813e+07,0.000939995,94,8797.71,5000042,340,0,1.30672
28.9104,30.016,30.8884,2.96156e+09,0.00506046,94,5.64343e+06,6000001,0,0,16438
28.8866,29.988,30.8638,1.48055e+08,0.00186419,94,1.26561e+06,6000047,173,3,3508.65
28.8698,29.9946,30.8492,2.58621e+07,0.00104209,94,37764.8,6000057,175,4,7.03341
28.8609,29.9933,30.8793,2.06422e+07,0.000966649,94,0,6000060,375,0,0
28.9171,30.0121,30.9203,1.89813e+07,0.000939995,94,7676.73,6000043,1253,0,0
30.6317,29.7085,30.5951,2.99858e+09,0.00508146,94,6.64119e+06,7000000,0,0,24368.4
30.6304,29.7173,30.624,7.11801e+06,0.000677854,94,7746.33,7000041,358,2,0.560172
30.3666,28.8784,30.8686,2.77175e+09,0.00494996,94,7.10058e+06,8000000,0,0,21013.1
30.2,29.4484,30.8914,2.2481e+09,0.00461624,94,4.05786e+06,9000000,0,0,16855.2
30.2169,29.4615,30.8736,9.01615e+06,0.000733427,94,4123.99,9000028,385,2,0
31.0601,28.8255,31.5991,1.62646e+09,0.00414411,94,5.59633e+06,10000000,0,0,19091.2
31.0885,28.809,31.6203,9.13478e+07,0.00158702,94,829652,10000020,314,1,1785.49
31.0981,28.8224,31.6031,5.07751e+07,0.00130487,94,273638,10000031,447,2,437.747
31.0603,28.8324,31.5839,2.98956e+07,0.00109367,94,298090,10000013,313,3,304.83
31.0282,28.8478,31.5978,1.25752e+07,0.000819447,94,8695.71,10000067,1193,4,0
31.0845,28.7796,31.6134,3.93863e+07,0.00119894,94,0,10000069,449,0,0
31.0846,28.7591,31.6242,1.15406e+09,0.00369624,94,11626.6,10000066,544,0,0
31.0475,28.7456,31.628,7.14174e+07,0.00146201,94,470215,10000070,545,1,780.663
31.0583,28.7636,31.6419,8.30434e+06,0.000713595,94,0,10000065,642,2,0
30.5766,29.1164,30.9443,1.0034e+09,0.00352783,94,620814,11000000,0,0,363.407
30.5805,29.1378,30.9584,1.26463e+08,0.00176877,94,2.74733e+06,11000009,208,1,8416.1
30.5936,29.1632,30.967,3.63019e+07,0.00116679,94,150704,11000016,209,2,91.2663
30.5768,29.1646,30.9533,2.87093e+07,0.00107901,94,65304.7,11000018,296,3,36.5394
30.5659,29.1472,30.9656,1.87441e+07,0.000936062,94,11566.4,11000021,298,4,0
30.6015,29.1336,30.9591,9.72795e+06,0.000752241,94,37422.8,11000014,372,5,20.0809
30.562,29.144,30.9645,5.21987e+06,0.000611275,94,110830,11000022,333,6,71.5943
