29.4769,30.8251,32.2428,6.16547e+11,0.127122,243,3.95605e+10,0,0,0,2.92141e+08,1.31314e+34,0.000976986
29.498,30.9441,32.1956,1.10173e+10,0.0332346,243,2.85755e+09,2943,671,217,6.3768e+06,1.31314e+34,0.000238152
29.4593,30.8002,32.2788,3.81549e+09,0.023339,243,4.78204e+08,3357,670,218,4.00124e+06,1.31314e+34,0.000111778
29.4816,30.7733,32.2674,2.72359e+09,0.0208583,243,7.55556e+07,8272,3082,219,188079,1.31314e+34,0.00036666
29.4256,30.9571,32.2984,2.26827e+09,0.0196244,243,4.96975e+07,3264,3084,220,392308,1.31314e+34,0.000214536
29.4396,30.8526,32.2219,1.44092e+09,0.0168699,243,1.10289e+08,5674,5082,221,560056,1.31314e+34,0.000633097
29.5342,31.0144,32.186,7.27223e+08,0.0134314,243,6.6382e+06,10704,116846,222,24303.7,1.31314e+34,7.06306e-05
29.5113,30.9859,32.1489,6.88312e+08,0.0131874,243,6.99956e+06,9760,11221,223,14666.6,1.31314e+34,0.000334388
29.5899,30.9461,32.1933,4.26606e+08,0.0112437,243,7.73855e+06,10754,16607,224,14877.4,1.31314e+34,0.000327394
29.4844,30.9578,32.2409,2.97058e+08,0.00996581,243,1.40982e+07,9040,16603,225,58691.5,1.31314e+34,0.000191687
29.5156,30.8676,32.3371,2.58858e+08,0.00951889,243,1.0432e+06,11755,26208,226,2476.78,1.31314e+34,0.000152356
29.5478,30.8798,32.2601,2.09981e+08,0.00887753,243,992091,8203,27965,227,988.513,1.31314e+34,0.000176944
29.4345,30.7026,32.2479,1.93847e+08,0.00864408,243,693962,13481,60171,228,386.044,1.31314e+34,0.000358221
29.4923,30.9591,32.2333,1.61342e+08,0.00813107,243,2.17886e+06,6626,84691,229,2796.52,1.31314e+34,0.00022499
29.3855,30.8529,32.2901,1.49715e+08,0.00793087,243,356966,16949,211145,230,229.893,1.31314e+34,5.74588e-05
29.4869,30.9241,32.2222,9.68049e+07,0.00685801,243,4.18688e+07,5972,26541,231,267713,1.31314e+34,0.000372637
29.486,30.8343,32.1891,9.37205e+07,0.00678438,243,876332,13466,111264,232,669.44,1.31314e+34,0.000173637
29.5826,30.9625,32.2098,9.01615e+07,0.00669739,243,5.39589e+06,5839,26548,233,19975.7,1.31314e+34,0.000118782
29.4471,30.8982,32.1493,7.61627e+07,0.00633111,243,68663.3,12655,165702,234,2.98945,1.31314e+34,8.41744e-05
29.5524,30.8912,32.2512,7.04683e+07,0.00616922,243,948912,11977,83059,235,294.624,1.31314e+34,0.000137441
29.417,30.7788,32.1499,6.28758e+07,0.00593918,243,810409,10781,141144,236,1279.73,1.31314e+34,0.000147066
29.5449,30.8438,32.2015,5.07751e+07,0.00553073,243,34714.3,14373,247746,237,1.34035,1.31314e+34,0.000402964
29.4824,30.9874,32.2192,4.84025e+07,0.0054432,243,35591.8,10315,163049,238,2.95677,1.31314e+34,0.000112992
29.5164,30.8932,32.1935,4.81652e+07,0.00543429,243,0,16960,556560,239,0,1.31314e+34,0.000223388
29.4673,30.9723,32.2647,4.72161e+07,0.00539836,243,10963.3,16724,84701,240,0,1.31314e+34,0.000163281
29.5609,30.9217,32.2948,4.50807e+07,0.00531572,243,86221.5,12651,206188,241,46.2432,1.31314e+34,0.000153298
29.5928,30.9544,32.208,3.60646e+07,0.00493468,243,119542,13995,28689,242,1.36193,1.31314e+34,0.000313623
29.5393,30.7635,32.2266,3.39292e+07,0.0048353,243,63455,15183,102043,243,6.9769,1.31314e+34,0.000332377
29.5889,30.9458,32.1179,3.27428e+07,0.00477827,243,313798,17431,625709,244,3.30608,1.31314e+34,0.000162645
29.4447,30.8907,32.2694,2.94211e+07,0.00461089,243,16421,10155,59692,245,0.771326,1.31314e+34,0.000142428
29.41,30.8217,32.1967,2.87093e+07,0.0045734,243,4308.81,15379,605531,246,0.0476206,1.31314e+34,0.000274165
29.5178,30.7054,32.2291,2.72857e+07,0.00449653,243,5948.29,17432,625845,247,0.135459,1.31314e+34,8.29717e-05
29.5163,30.8332,32.1933,2.60994e+07,0.00443039,243,12328.7,15042,213092,248,0.7461,1.31314e+34,0.00027662
29.4629,30.8948,32.1524,2.32522e+07,0.00426304,243,438639,6309,52668,249,132.003,1.31314e+34,0.000284774
29.44,30.7065,32.2384,2.08795e+07,0.00411281,243,13241.3,17259,529435,250,0,1.31314e+34,0.000109801
29.5445,30.8399,32.2398,1.7795e+07,0.0038994,243,116314,16536,496799,251,8.16343,1.31314e+34,0.000289265
29.4418,30.9254,32.2972,1.75578e+07,0.003882,243,2150.77,16674,608990,252,0,1.31314e+34,0.000260013
29.4067,30.8893,32.2152,1.58969e+07,0.00375551,243,0,17098,505120,253,0,1.31314e+34,0.000116618
29.4668,30.8252,32.1947,1.39988e+07,0.00359966,243,246878,16791,99688,254,11.0972,1.31314e+34,0.000133627
29.4985,30.8432,32.2887,1.39988e+07,0.00359966,243,67862.3,16355,88179,255,0.811092,1.31314e+34,0.000103479
29.5056,30.9203,32.204,1.28124e+07,0.00349496,243,11992.6,17075,248136,256,0.178945,1.31314e+34,2.3781e-05
29.3994,30.7834,32.1488,1.18633e+07,0.00340644,243,576249,10932,151360,257,377.428,1.31314e+34,9.70558e-05
29.549,30.8477,32.223,1.13888e+07,0.0033604,243,53166.8,13255,84318,258,7.19401,1.31314e+34,0.000163822
29.3878,30.8572,32.1512,1.13888e+07,0.0033604,243,67894.5,8236,230686,259,4.67316,1.31314e+34,0.000263061
29.5161,30.7839,32.2486,1.11515e+07,0.0033369,243,12731.3,16011,510185,260,0,1.31314e+34,0.000161907
29.4779,30.9331,32.2526,1.11515e+07,0.0033369,243,0,17226,617258,261,0,1.31314e+34,0.000121663
29.557,30.823,32.1959,1.11515e+07,0.0033369,243,1313.41,17435,232765,262,0,1.31314e+34,0.000246162
29.5078,30.7971,32.2703,1.0677e+07,0.00328889,243,24151.5,17184,149874,263,0,1.31314e+34,0.000105772
29.5139,30.9965,32.1799,1.04397e+07,0.00326434,243,10070.6,16383,525629,264,0,1.31314e+34,0.000138956
